name,path,enabled,plugin_id,family,decision,classification_basis,version_timestamp
app-6a3293e129088191abf0875820e839da:ugc-review-video,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/ugc-review-video/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Quality and operations,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-6a3293e129088191abf0875820e839da:ugc-try-on-video,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/ugc-try-on-video/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-6a3293e129088191abf0875820e839da:ugc-tutorial-video,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/ugc-tutorial-video/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-6a3293e129088191abf0875820e839da:ugc-unboxing-video,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/ugc-unboxing-video/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-6a3293e129088191abf0875820e839da:ugc-website-video,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/ugc-website-video/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Web and app engineering,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-6a3293e129088191abf0875820e839da:video-editing,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/video-editing/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-6a3293e129088191abf0875820e839da:website-builder,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/website-builder/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Web and app engineering,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-6a3293e129088191abf0875820e839da:youtube-script,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/app-6a3293e129088191abf0875820e839da/2.0.0/skills/youtube-script/SKILL.md,True,app-6a3293e129088191abf0875820e839da@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
app-builder,/Users/newmindsgroup/.claude/skills/app-builder/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
app-builder,/Users/newmindsgroup/.codex/skills/app-builder/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
app-flow-designer,/Users/newmindsgroup/.codex/skills/app-flow-designer/SKILL.md,True,,Brand and visual design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
app-store-changelog,/Users/newmindsgroup/.codex/skills/app-store-changelog/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
app-store-optimization,/Users/newmindsgroup/.codex/skills/app-store-optimization/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
appdeploy,/Users/newmindsgroup/.codex/skills/appdeploy/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
application-performance-performance-optimization,/Users/newmindsgroup/.codex/skills/application-performance-performance-optimization/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
architect-review,/Users/newmindsgroup/.codex/skills/architect-review/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
architecture,/Users/newmindsgroup/.claude/skills/architecture/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
architecture,/Users/newmindsgroup/.codex/skills/architecture/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Web and app engineering: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
architecture-decision-records,/Users/newmindsgroup/.codex/skills/architecture-decision-records/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Web and app engineering: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
architecture-patterns,/Users/newmindsgroup/.codex/skills/architecture-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
arm-cortex-expert,/Users/newmindsgroup/.codex/skills/arm-cortex-expert/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
ask-questions-if-underspecified,/Users/newmindsgroup/.codex/skills/ask-questions-if-underspecified/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
astro,/Users/newmindsgroup/.codex/skills/astro/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
astropy,/Users/newmindsgroup/.codex/skills/astropy/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
async-python-patterns,/Users/newmindsgroup/.codex/skills/async-python-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
attack-tree-construction,/Users/newmindsgroup/.codex/skills/attack-tree-construction/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
audio-transcriber,/Users/newmindsgroup/.codex/skills/audio-transcriber/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
audit-context-building,/Users/newmindsgroup/.codex/skills/audit-context-building/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
audit-skills,/Users/newmindsgroup/.codex/skills/audit-skills/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
auri-core,/Users/newmindsgroup/.codex/skills/auri-core/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
auth-implementation-patterns,/Users/newmindsgroup/.codex/skills/auth-implementation-patterns/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Web and app engineering: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
autonomous-agent-patterns,/Users/newmindsgroup/.codex/skills/autonomous-agent-patterns/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
autonomous-agents,/Users/newmindsgroup/.codex/skills/autonomous-agents/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
avalonia-layout-zafiro,/Users/newmindsgroup/.codex/skills/avalonia-layout-zafiro/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
avalonia-viewmodels-zafiro,/Users/newmindsgroup/.codex/skills/avalonia-viewmodels-zafiro/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
avalonia-zafiro-development,/Users/newmindsgroup/.codex/skills/avalonia-zafiro-development/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
avoid-ai-writing,/Users/newmindsgroup/.claude/skills/avoid-ai-writing/SKILL.md,False,,Core quality and safety,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
avoid-ai-writing,/Users/newmindsgroup/.codex/skills/avoid-ai-writing/SKILL.md,True,,Core quality and safety,Retain: provisional daily scope,"Marketing and writing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
awareness-stage-mapper,/Users/newmindsgroup/.claude/skills/awareness-stage-mapper/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
awareness-stage-mapper,/Users/newmindsgroup/.codex/skills/awareness-stage-mapper/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
